sku,alternate_sku,season,year,product_group,category,long_description,closure,product_name,outsole,product_type,product_sub_type,colour,material,short_description,features,short_description_2,uom,rrp,ecom_description,ecom_features,description_match,image_status,web_enrichment_status,confidence,sku_search_variants,search_terms,web_search_status,web_match_url,web_match_title,web_match_confidence,image_1_url,image_2_url,image_3_url,image_4_url,image_5_url,image_6_url,image_source,image_confidence,review_status
The hybrid upper is made of eco-leather, breathable mesh and reinforced durable material, providing a balance between strength, ventilation and style. Leather inserts with retro prints add vintage charm, while mesh zones keep it light.
The midsole made of resilient and lightweight foam cushions the impact of walking, ensuring a smooth transfer of energy from heel to toe. A-FLASHEDGE technology reduces fatigue even when worn for many hours.
The rubber outsole with a geometric tread pattern guarantees reliable traction on asphalt and tiles, maintaining maneuverability in urban conditions.
Key advantages:
Retro design with a modern filling: a voluminous silhouette, contrasting stitching and pastel shades refer to the era of the 90s, and technology makes sneakers relevant today.
Versatility: Pair with jeans, grunge dresses, hoodies, and oversized jackets.
Lightness and strength due to mesh inserts, while reinforced materials can withstand urban loads.
ICE CREAM will appeal to street fashion lovers to create retro-futuristic or casual looks with an emphasis on vintage details.",,exact,PENDING,PENDING,SOURCE_MATCH,822528035-2 | 122528035-2 | 8225280352,822528035-2 | 122528035-2 | ICE CREAM | BEIGE/GREEN/GREY | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,E_COM_MATCH
822528036-1,122528036-1,25Q2,2025,WOMEN,SHOES,X-GAME SHOES,LIFESTYLE,CREAM,WOMEN EXCLUSIVE,LIFESTYLE,,BEIG/CLD GRY/L.PINK,PU/MSH/TPU/COW SUEDE,X-GAME SHOES,,,PRS,1399,"The hybrid upper is made of eco-leather, breathable mesh and reinforced durable material, providing a balance between strength, ventilation and style. Leather inserts with retro prints add vintage charm, while mesh zones keep it light.",,exact,PENDING,PENDING,SOURCE_MATCH,822528036-1 | 122528036-1 | 8225280361,822528036-1 | 122528036-1 | CREAM | BEIG/CLD GRY/L.PINK | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,E_COM_MATCH
822528036-2,122528036-2,25Q2,2025,WOMEN,SHOES,X-GAME SHOES,LIFESTYLE,CREAM,WOMEN EXCLUSIVE,LIFESTYLE,,BEIGE/PINK,SYNTH LEATH/MESH/TPU,X-GAME SHOES,,,PRS,1399,"The midsole made of resilient and lightweight foam cushions the impact of walking, ensuring a smooth transfer of energy from heel to toe. A-FLASHEDGE technology reduces fatigue even when worn for many hours.",,exact,PENDING,PENDING,SOURCE_MATCH,822528036-2 | 122528036-2 | 8225280362,822528036-2 | 122528036-2 | CREAM | BEIGE/PINK | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,E_COM_MATCH
822528091-10,122528091-10,25Q2,2025,WOMEN,SHOES,X-GAME SHOES,LIFESTYLE,FLAME,CLASSIC,LIFESTYLE,,BLACK/BEIGE,SYNTHETIC LEATHER,X-GAME SHOES,,,PRS,1399,"The ANTA Lifestyle Court Sneaker combines timeless court-inspired design with modern everyday comfort. Crafted with a premium synthetic leather upper and breathable perforated details, it delivers a clean, versatile look that's perfect for daily wear. A lightweight EVA midsole cushions every step, while the durable gum rubber outsole provides reliable traction and classic styling, this sneaker is ideal for commuting, weekend outings, travel, and everyday casual wear.",,exact,PENDING,PENDING,SOURCE_MATCH,822528091-10 | 122528091-10 | 82252809110,822528091-10 | 122528091-10 | FLAME | BLACK/BEIGE | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,E_COM_MATCH
822528091-6,122528091-6,25Q2,2025,WOMEN,SHOES,X-GAME SHOES,LIFESTYLE,FLAME,CLASSIC,LIFESTYLE,,BEIGE/GREEN/L.BROWN,SYNTHETIC LEATHER,X-GAME SHOES,,,PRS,1399,"The ANTA Lifestyle Court Sneaker combines timeless court-inspired design with modern everyday comfort. Crafted with a premium synthetic leather upper and breathable perforated details, it delivers a clean, versatile look that's perfect for daily wear. A lightweight EVA midsole cushions every step, while the durable gum rubber outsole provides reliable traction and classic styling, this sneaker is ideal for commuting, weekend outings, travel, and everyday casual wear.",,exact,PENDING,PENDING,SOURCE_MATCH,822528091-6 | 122528091-6 | 8225280916,822528091-6 | 122528091-6 | FLAME | BEIGE/GREEN/L.BROWN | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,E_COM_MATCH
822528513-2,122528513-2,25Q2,2025,WOMEN,SHOES,SANDALS,LIFESTYLE,EXPLORER 2.0,SANDALS & SLIPPERS,LIFESTYLE,,BEIG/SND GRY/ORNG,SYNTH LEATH/MESH/TPU,SANDALS,,,PRS,1149,"The ANTA Explorer 2.0 is a versatile women's lifestyle shoe inspired by outdoor adventure. Featuring a breathable multi-panel upper with a convenient quick-lace system, it offers a secure fit and excellent ventilation for all-day comfort. The lightweight EVA midsole provides soft cushioning, while the rugged rubber outsole delivers reliable traction on city streets, park trails, and everyday walking routes. Finished in a fresh Ivory White and Peach colourway, the Explorer 2.0 combines modern outdoor styling with practical comfort, making it the ideal companion for commuting, travel, and weekend adventures.",,exact,PENDING,PENDING,SOURCE_MATCH,822528513-2 | 122528513-2 | 8225285132,822528513-2 | 122528513-2 | EXPLORER 2.0 | BEIG/SND GRY/ORNG | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,E_COM_MATCH
822528857-3,122528857-3,25Q2,2025,WOMEN,SHOES,CASUAL SHOES,LIFESTYLE,SKYROCKET LT,RETRO RUNNING,LIFESTYLE,,WHITE/BLUE,MESH/SYNTH LEATH/TPU,CASUAL SHOES,,,PRS,1549,"SKYROCKET LT SKYROCKET LT from the Retro running collection are a stylish mix of retro aesthetics of the 80s and modern technology. These sneakers are for those who appreciate the vintage spirit of the running models of the past, but are not ready to sacrifice comfort and modern design. Ideal for city walks and creating bold street looks.
Materials and technologies:The upper is made of a combination of eco-leather, breathable mesh and inserts of durable material, creating a balance between vintage charm and modern durability. Mesh inserts provide ventilation, and leather elements add strength. The midsole made of lightweight and resilient foam with TPU stabilizers softens the shocks of walking, saving energy for dynamic movement. A-FLASHEDGE cushioning technology ensures comfort even when worn for hours.A wear-resistant rubber outsole with a retro tread pattern (in the spirit of the 80s) provides reliable traction on asphalt and tiles.Loops on the tongue and heel are a functional detail that refers to classic running models. Make it easier to put on and add recognition to the design.Key advantages:Retro-futurism:a massive silhouette, a ""plump"" sole and pastel shades (vanilla, blue, pink) is the trend of the year, inspired by the era of the first running technologies.Versatility - combined with jeans, hoodies, leather jackets and even oversized suits.Details with a history: metallic eyelets, contrasting stitching and an 80s-inspired logo on the tongue.The sneakers are suitable for those who collect vintage aesthetics or want to add a touch of nostalgia to the look. Who cares about comfort and the availability of modern technologies in shoes.",,exact,PENDING,PENDING,SOURCE_MATCH,822528857-3 | 122528857-3 | 8225288573,822528857-3 | 122528857-3 | SKYROCKET LT | WHITE/BLUE | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,E_COM_MATCH
822528857-4,122528857-4,25Q2,2025,WOMEN,SHOES,CASUAL SHOES,LIFESTYLE,SKYROCKET LT,RETRO RUNNING,LIFESTYLE,,BLACK/GREY,MESH/SYNTH LEATH/TPU,CASUAL SHOES,,,PRS,1549,"SKYROCKET LT SKYROCKET LT from the Retro running collection are a stylish mix of retro aesthetics of the 80s and modern technology. These sneakers are for those who appreciate the vintage spirit of the running models of the past, but are not ready to sacrifice comfort and modern design. Ideal for city walks and creating bold street looks.
Materials and technologies:The upper is made of a combination of eco-leather, breathable mesh and inserts of durable material, creating a balance between vintage charm and modern durability. Mesh inserts provide ventilation, and leather elements add strength. The midsole made of lightweight and resilient foam with TPU stabilizers softens the shocks of walking, saving energy for dynamic movement. A-FLASHEDGE cushioning technology ensures comfort even when worn for hours.A wear-resistant rubber outsole with a retro tread pattern (in the spirit of the 80s) provides reliable traction on asphalt and tiles.Loops on the tongue and heel are a functional detail that refers to classic running models. Make it easier to put on and add recognition to the design.Key advantages:Retro-futurism:a massive silhouette, a ""plump"" sole and pastel shades (vanilla, blue, pink) is the trend of the year, inspired by the era of the first running technologies.Versatility - combined with jeans, hoodies, leather jackets and even oversized suits.Details with a history: metallic eyelets, contrasting stitching and an 80s-inspired logo on the tongue.The sneakers are suitable for those who collect vintage aesthetics or want to add a touch of nostalgia to the look. Who cares about comfort and the availability of modern technologies in shoes.",,exact,PENDING,PENDING,SOURCE_MATCH,822528857-4 | 122528857-4 | 8225288574,822528857-4 | 122528857-4 | SKYROCKET LT | BLACK/GREY | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,E_COM_MATCH
822528889-3,122528889-3,25Q2,2025,WOMEN,SHOES,CASUAL SHOES,LIFESTYLE,MARSHMALLOW,WOMEN EXCLUSIVE,LIFESTYLE,,BEIGE/GREY/L.PINK,MESH/SYNTH LEATH/TPU,CASUAL SHOES,,,PRS,1249,"Women's sneakers MARSHMALLOW are casual sneakers for lovers of fashion solutions and modern technologies.
Materials and technologies:
The upper is made of a combination of breathable mesh and eco-leather, which allows you to provide excellent breathability and durability, as well as creates a spectacular contrast, emphasizing the stylish appearance in the
Y2K style.
Lightweight and resilient foam outsole with A-FLASHEDGE technology. This is the cushioning of the midsole, creating incredible softness and comfort when walking. The fluted design of the sole imitates the airy structure of marshmallows, adding visual lightness and a modern trendy look. The outsole made of wear-resistant rubber is stable, flexible and non-slip. The model will perfectly complement the image of lovers of bold design solutions, connoisseurs of comfort and modern trends.",,exact,PENDING,PENDING,SOURCE_MATCH,822528889-3 | 122528889-3 | 8225288893,822528889-3 | 122528889-3 | MARSHMALLOW | BEIGE/GREY/L.PINK | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,E_COM_MATCH
822528889-4,122528889-4,25Q2,2025,WOMEN,SHOES,CASUAL SHOES,LIFESTYLE,MARSHMALLOW,WOMEN EXCLUSIVE,LIFESTYLE,,WHITE/SILVER/BLACK,MESH/SYNTH LEATH/TPU,CASUAL SHOES,,,PRS,1249,"Women's sneakers MARSHMALLOW are casual sneakers for lovers of fashion solutions and modern technologies.
Materials and technologies:
The upper is made of a combination of breathable mesh and eco-leather, which allows you to provide excellent breathability and durability, as well as creates a spectacular contrast, emphasizing the stylish appearance in the
Y2K style.
Lightweight and resilient foam outsole with A-FLASHEDGE technology. This is the cushioning of the midsole, creating incredible softness and comfort when walking. The fluted design of the sole imitates the airy structure of marshmallows, adding visual lightness and a modern trendy look. The outsole made of wear-resistant rubber is stable, flexible and non-slip. The model will perfectly complement the image of lovers of bold design solutions, connoisseurs of comfort and modern trends.",,exact,PENDING,PENDING,SOURCE_MATCH,822528889-4 | 122528889-4 | 8225288894,822528889-4 | 122528889-4 | MARSHMALLOW | WHITE/SILVER/BLACK | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,E_COM_MATCH
822538078-1,122538078-1,25Q3,2025,WOMEN,SHOES,X-GAME SHOES,LIFESTYLE,CONCAVE-CONVEX,FASHION,LIFESTYLE,,BEIGE/PINK,MESH/SYNTHETIC LEATHER/TPU,X-GAME SHOES,,,PRS,1749,"The ANTA CONCAVE-CONVEX is a contemporary lifestyle sneaker inspired by modern architectural design and sculpted footwear aesthetics. Featuring flowing lines, layered materials and a bold sculpted sole, it delivers a distinctive look while maintaining everyday comfort.Designed with a breathable mesh upper complemented by premium synthetic overlays, the shoe offers lightweight ventilation, structure and durability. The cushioned EVA midsole provides soft underfoot comfort throughout the day, while the durable rubber outsole ensures dependable grip on a variety of urban surfaces.Whether paired with denim, joggers or athleisure apparel, the CONCAVE-CONVEX delivers modern street style with the comfort expected from ANTA's lifestyle collection.",,exact,PENDING,PENDING,SOURCE_MATCH,822538078-1 | 122538078-1 | 8225380781,822538078-1 | 122538078-1 | CONCAVE-CONVEX | BEIGE/PINK | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,E_COM_MATCH
822538078-2,122538078-2,25Q3,2025,WOMEN,SHOES,X-GAME SHOES,LIFESTYLE,CONCAVE-CONVEX,FASHION,LIFESTYLE,,BEIGE/GREEN,SYNTHETIC LEATHER/MESH/TPU,X-GAME SHOES,,,PRS,1749,"The ANTA CONCAVE-CONVEX is a contemporary lifestyle sneaker inspired by modern architectural design and sculpted footwear aesthetics. Featuring flowing lines, layered materials and a bold sculpted sole, it delivers a distinctive look while maintaining everyday comfort.Designed with a breathable mesh upper complemented by premium synthetic overlays, the shoe offers lightweight ventilation, structure and durability. The cushioned EVA midsole provides soft underfoot comfort throughout the day, while the durable rubber outsole ensures dependable grip on a variety of urban surfaces.Whether paired with denim, joggers or athleisure apparel, the CONCAVE-CONVEX delivers modern street style with the comfort expected from ANTA's lifestyle collection.",,exact,PENDING,PENDING,SOURCE_MATCH,822538078-2 | 122538078-2 | 8225380782,822538078-2 | 122538078-2 | CONCAVE-CONVEX | BEIGE/GREEN | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,E_COM_MATCH
822538079-1,122538079-1,25Q3,2025,WOMEN,SHOES,X-GAME SHOES,LIFESTYLE,PG7,FASHION,LIFESTYLE,,BEIGE/GREY/EGG WHITE,SYNTHETIC LEATHER/MESH/TPU,X-GAME SHOES,PG7,,PRS,1249,"Men's retro-style PG7 sneakers from the Lifestyle collection are the perfect combination of vintage design and modern technology for everyday wear. The model was created for connoisseurs of comfort, style and functionality in urban conditions.
